experience_years,age,education_level,working_hours,performance_score,projects_completed,salary
5,34,2,37,5,17,82390
11,43,1,40,7,14,106397
1,40,1,50,10,14,86683
6,33,2,40,4,13,74626
15,52,1,47,6,2,99338
2,46,2,38,1,7,53874
12,34,1,49,4,18,98432
2,28,3,40,8,10,77814
17,42,3,35,5,3,106641
10,42,4,43,8,14,118307
7,36,1,46,1,9,63447
5,47,2,45,10,19,108015
0,30,1,47,9,10,68236
0,45,1,35,4,8,60855
22,51,4,53,9,16,156061
7,41,2,38,8,8,85353
4,47,1,39,8,8,85088
15,37,2,51,2,8,98325
10,53,1,39,3,1,68061
4,51,4,53,10,12,95608
3,46,2,37,9,0,78028
5,41,1,45,3,5,65842
13,21,3,36,8,5,110066
21,24,2,48,5,15,118495
18,24,4,40,7,11,126842
8,46,3,53,4,14,88120
11,24,2,35,8,6,90606
10,29,2,41,4,1,86294
13,50,2,36,5,11,102140
22,24,2,53,1,19,114979
15,25,1,35,10,1,95839
0,43,1,43,8,3,68991
12,36,2,51,7,2,95325
22,42,4,44,5,1,114845
20,28,1,40,6,17,123246
20,53,2,37,1,2,94070
12,36,2,54,8,9,107195
1,25,4,49,9,11,94819
3,36,4,54,5,3,77989
5,27,4,40,10,19,107314
22,21,3,37,7,6,136211
4,29,2,44,10,19,108562
24,38,4,46,4,18,141125
2,23,2,35,6,7,79026
0,44,1,50,2,2,42764
3,48,2,51,4,14,71776
24,30,2,44,5,7,120618
19,29,3,46,9,17,140193
1,33,1,53,9,13,78228
4,43,1,42,8,18,86389
2,37,3,42,4,3,70684
8,27,4,44,6,2,99968
19,36,4,44,7,8,126718
5,40,2,52,1,9,75229
17,44,3,44,1,7,90215
5,25,4,41,4,19,93789
18,26,1,38,3,1,88902
11,48,3,35,10,0,101132
24,25,4,45,4,3,121465
10,22,1,53,9,15,101122
1,41,3,39,2,4,51069
14,38,2,42,4,17,103771
11,32,2,36,7,13,113528
11,37,1,36,2,12,83749
8,35,4,48,8,15,117163
20,27,4,43,10,14,149877
23,34,3,44,4,18,137899
1,21,1,47,9,3,66687
21,23,4,35,1,18,134311
2,51,2,48,7,12,78228
11,33,1,36,1,10,74831
15,38,2,38,10,17,129682
20,37,1,53,9,10,133388
23,37,3,35,10,0,136991
0,31,4,38,10,14,103975
20,40,4,45,1,9,120686
2,30,4,47,3,3,69684
19,49,2,52,7,5,119163
1,54,4,44,1,1,65132
8,37,1,39,5,16,84679
18,33,2,35,6,11,125258
14,47,3,48,3,4,95400
17,46,2,50,6,18,126704
10,48,3,52,4,5,97886
24,33,2,37,6,16,147194
22,32,4,37,6,18,146836
15,48,3,38,4,19,125854
21,22,4,41,1,2,110739
16,54,2,47,3,7,105026
4,43,3,43,10,4,81239
11,49,1,37,7,4,87701
10,31,1,51,2,16,87027
14,53,2,49,4,18,101876
2,31,3,44,6,18,92223
0,29,1,49,5,9,59381
19,34,4,35,6,2,114347
15,29,4,44,5,12,122149
1,23,2,41,9,15,92684
1,49,4,41,2,11,69874
2,39,4,37,4,16,94286
7,52,4,41,1,1,79619
23,27,1,43,7,15,131489
14,48,3,42,1,10,90067
6,38,2,37,6,0,67321
5,25,3,39,10,11,93260
8,43,3,47,10,5,91028
19,42,3,47,9,18,143991
0,46,1,42,2,4,44972
7,32,4,52,1,2,77850
22,39,2,41,10,17,138983
22,21,3,44,3,17,124508
2,23,4,44,6,11,86050
3,47,1,45,7,17,89873
24,38,3,46,8,9,137321
14,50,4,47,4,3,97215
5,22,1,42,8,19,94818
14,25,4,51,7,18,123007
20,49,2,48,8,3,116631
2,53,4,51,5,10,74414
24,40,4,53,10,2,136826
20,50,2,50,7,14,131936
20,25,2,43,4,15,115697
13,41,4,54,1,11,92282
19,35,2,44,3,17,119070
13,40,4,43,10,5,115051
3,28,3,35,9,14,91385
11,51,4,37,4,1,90373
16,32,1,45,5,11,112699
6,41,2,41,3,9,66186
8,50,3,52,6,3,81840
2,47,2,47,4,7,70232
12,46,2,52,5,14,102197
14,53,2,50,7,18,117072
17,46,1,50,7,15,108098
18,46,1,44,9,12,126006
0,21,4,43,2,14,81166
5,35,1,42,4,13,81796
22,21,2,53,8,14,131036
1,31,3,37,4,11,66559
23,22,3,43,3,10,132048
13,21,3,36,10,2,117983
5,51,2,53,6,13,77878
13,36,1,42,3,1,83224
3,42,3,52,2,17,86032
20,38,2,42,9,2,115698
7,37,2,39,3,8,84291
2,50,3,40,1,10,64725
18,30,3,44,9,2,113196
13,41,4,49,5,4,102773
19,36,4,38,7,8,121522
16,26,2,37,2,9,89009
24,23,4,43,1,5,128122
7,41,4,50,6,5,89983
23,33,3,50,5,10,131914
13,38,4,49,10,16,140824
5,44,2,43,6,1,75100
22,47,3,51,2,8,124419
21,24,4,46,7,17,136727
15,42,4,42,1,4,104427
24,44,4,48,8,5,135896
18,30,1,52,7,3,112119
13,22,4,46,7,8,121194
18,26,4,48,6,4,126528
2,38,2,54,10,3,72103
9,37,4,39,5,8,105842
18,43,1,35,9,17,133434
8,50,3,47,3,10,84095
19,41,4,48,9,15,140129
12,30,4,36,5,1,89258
6,33,2,50,8,15,103542
13,32,4,39,3,18,118767
8,29,4,35,7,9,103542
22,24,4,46,10,3,137021
24,44,4,53,4,11,130825
18,54,3,44,5,8,116200
14,25,2,46,4,12,105431
19,35,3,53,9,4,115980
13,24,1,50,7,1,97379
23,28,4,51,6,2,132530
5,44,1,47,6,7,66884
20,48,3,41,10,5,134641
3,47,1,37,7,4,60123
7,21,4,39,5,3,94812
16,54,1,38,10,19,131548
8,37,3,49,3,15,95375
0,46,4,51,3,7,66604
23,44,2,46,7,11,135240
19,41,3,48,10,4,132906
24,50,4,38,1,4,113011
13,33,2,51,4,12,91794
10,23,1,45,10,10,111079
20,52,1,40,8,10,115096
2,39,1,38,4,18,69010
8,34,4,47,1,6,87853
13,42,1,54,5,16,92963
8,37,1,49,1,4,59424
3,24,2,52,9,5,77297
3,39,2,51,8,17,99131
7,22,2,53,7,17,93784
1,35,4,44,5,8,85845
8,22,3,39,4,17,99232
13,31,1,46,7,18,102286
21,43,1,49,3,16,122581
8,30,4,38,8,8,95768
23,23,1,42,5,0,104108
22,25,4,54,5,19,139933
15,23,4,51,1,17,107953
16,33,4,40,10,12,126811
15,39,3,50,8,7,121947
11,44,4,39,7,13,105066
2,44,3,48,1,2,54141
10,37,3,36,4,3,91294
13,30,1,51,4,10,86342
17,22,2,40,9,6,117028
20,43,3,45,10,4,135735
20,26,3,36,2,1,109476
4,22,2,35,4,5,67440
15,41,3,39,10,19,127733
19,49,2,42,3,4,108874
4,27,1,38,10,14,99921
2,49,4,53,5,10,88720
11,43,2,39,7,4,83734
0,53,4,39,5,17,93055
20,28,2,50,5,7,107982
8,32,4,52,4,10,94023
8,30,1,45,9,16,98043
3,35,3,51,6,13,81289
2,44,1,37,10,1,62967
16,46,3,52,6,6,113030
1,23,4,38,6,17,81704
23,22,4,53,6,0,125684
0,26,3,43,1,14,57980
7,41,2,39,6,0,80444
12,29,1,38,4,16,101374
22,30,2,50,2,6,100511
14,23,4,44,6,15,123577
7,44,1,43,1,1,59132
11,42,1,50,1,14,81020
21,34,2,54,5,19,139069
11,47,3,51,6,10,102280
13,53,3,52,2,1,92728
14,42,1,49,10,10,103592
14,49,3,54,8,15,127420
8,39,4,43,4,1,85000
18,39,2,40,4,18,108677
19,26,2,40,10,15,131158
21,39,2,45,5,7,121799
7,33,1,54,10,19,114377
20,46,1,37,4,4,109522
18,42,3,46,5,7,123078
5,41,2,49,10,13,99315
19,22,4,41,3,13,117071
24,50,4,52,8,17,159091
18,47,2,49,6,4,101725
3,27,1,42,8,9,69387
22,40,1,43,5,14,124563
6,51,1,49,7,12,91085
3,43,4,50,10,8,95970
21,33,2,54,7,8,126225
11,37,4,37,6,18,115521
12,24,2,39,10,8,102428
2,34,4,37,4,4,77464
21,40,4,36,6,5,126815
11,33,3,36,9,9,102612
1,23,4,38,4,9,72982
23,46,2,37,6,5,124779
1,46,4,43,6,0,66142
22,38,3,46,3,19,131384
8,52,3,43,4,12,99808
0,34,2,53,3,7,59769
7,23,3,46,3,12,77560
22,21,3,50,10,5,126229
5,46,1,35,4,18,89062
5,44,2,44,4,11,67980
21,34,3,44,6,14,141199
24,23,3,38,4,7,117855
17,33,3,45,6,10,123873
16,34,2,45,2,8,99614
11,41,1,45,4,18,101410
5,46,4,40,2,10,87652
7,23,1,49,8,5,91970
18,24,2,36,9,14,135729
9,21,2,37,7,16,104143
0,53,2,39,6,11,74513
24,27,4,45,8,1,131251
12,31,2,46,4,3,79846
16,47,1,37,10,2,112869
2,34,3,43,2,1,60254
7,42,3,37,4,18,86113
13,36,2,36,5,4,91893
2,32,2,40,9,16,99838
15,30,4,40,5,15,126106
12,44,3,51,9,15,120974
19,38,4,42,9,11,140767
23,42,4,35,8,3,130606
16,29,4,42,5,16,115298
12,37,4,49,2,18,105716
5,33,1,52,5,1,67054
16,26,2,47,1,4,97388
13,41,2,42,8,0,95122
16,27,4,54,2,13,102394
7,45,4,52,7,8,99799
10,31,1,47,2,16,83599
19,34,4,48,5,11,130774
0,49,1,49,10,19,80311
6,30,1,40,7,11,74779
20,25,4,35,6,14,131935
20,28,2,41,5,15,115830
16,25,1,35,6,17,109569
9,44,2,49,2,13,85280
10,46,2,40,10,11,110497
21,26,1,39,1,10,102325
8,36,3,46,1,14,84512
8,32,1,37,8,7,97265
23,31,3,54,3,16,136195
4,23,1,48,3,7,67583
16,26,1,40,9,3,110479
8,39,2,38,6,9,78895
16,38,2,49,4,5,100076
23,36,4,51,4,5,119010
20,43,2,39,7,16,126007
18,29,2,40,6,7,102014
6,23,2,44,2,12,78529
22,28,2,43,9,14,136004
8,24,4,38,2,3,76977
6,32,2,43,8,14,92823
12,51,3,42,4,13,104278
10,45,3,37,10,10,116306
13,36,4,54,1,19,106234
18,34,2,35,1,16,105204
10,33,3,54,9,9,108137
12,27,1,39,4,5,82251
13,32,3,37,1,5,87709
12,24,2,38,3,0,78964
0,22,3,53,3,4,54434
7,23,1,49,7,3,77286
11,24,3,53,6,10,108221
18,32,2,50,8,16,125248
11,39,1,42,7,6,86357
7,30,4,48,1,19,92013
7,21,1,39,3,2,54822
20,37,3,35,9,1,122596
12,36,4,53,4,7,96885
11,29,1,39,3,4,74124
15,29,1,37,5,4,93612
0,29,1,51,8,9,69488
12,32,2,41,1,11,82899
6,35,4,51,2,16,85555
4,22,4,47,7,13,98783
7,31,1,48,1,4,51764
24,31,4,46,5,4,134383
13,28,3,45,10,5,105534
22,52,3,35,8,14,134390
12,26,1,37,6,4,86480
14,40,3,46,3,7,94767
22,28,1,43,7,0,102426
16,54,3,36,3,2,102004
14,39,1,48,5,18,98199
19,27,1,39,7,14,128518
17,51,4,37,2,3,107247
17,38,4,46,10,1,126652
1,34,1,46,4,16,67932
3,37,4,41,2,11,83122
0,29,4,35,7,19,103098
3,40,2,37,3,7,61338
17,48,3,45,9,4,125870
4,40,4,47,6,9,98015
18,47,1,44,1,18,105201
14,28,2,53,10,8,109157
7,52,2,38,8,15,90168
19,21,4,39,7,0,113850
16,37,1,45,1,14,103937
0,29,1,43,3,1,40569
11,40,1,47,3,13,81973
18,52,1,51,3,15,116930
14,22,1,49,7,9,96548
8,52,3,47,6,11,86381
6,29,1,45,2,12,66545
1,50,1,35,5,19,84925
8,40,3,42,6,8,96181
9,21,4,39,2,1,89007
1,25,2,50,1,18,67388
18,21,3,38,4,14,126629
10,34,2,53,4,14,100089
12,29,2,52,4,0,73308
9,50,3,36,1,17,95090
13,44,1,47,3,6,82271
17,24,2,50,7,9,122539
18,34,1,42,4,8,104671
21,45,4,53,2,18,128847
8,24,3,37,8,10,100414
24,45,2,53,1,3,113092
6,30,1,51,9,0,73034
2,27,2,43,5,11,76609
19,33,4,51,2,0,104892
5,24,4,35,4,16,89420
20,34,2,38,3,19,124054
1,38,3,49,7,8,72027
5,28,4,46,6,7,81397
2,52,1,51,9,3,63576
15,47,4,46,4,7,98640
7,43,1,50,3,9,79154
1,27,2,47,7,17,91949
16,32,1,45,6,14,111707
8,45,2,49,5,18,98672
11,23,4,50,10,19,138946
2,46,3,40,7,10,86623
10,24,4,45,5,3,97115
0,35,4,49,9,8,77559
22,52,4,39,4,7,116959
12,49,4,37,1,15,108064
14,30,3,36,10,12,130077
4,41,4,35,5,4,82353
20,36,1,49,1,12,97391
16,39,3,36,1,18,114929
24,49,3,54,1,1,117534
22,38,1,40,1,11,100894
23,36,2,46,8,8,134930
24,21,4,50,2,0,110762
5,22,3,48,9,13,100220
20,35,4,38,7,6,136651
21,48,4,42,3,16,132727
10,21,1,46,9,13,102700
17,25,1,48,4,16,106848
3,42,1,54,7,1,64263
2,33,4,47,3,8,73906
12,21,3,39,5,14,103308
22,36,3,46,4,15,131152
8,42,2,44,6,8,95976
20,52,4,53,9,3,135912
5,36,2,47,5,14,77531
11,35,2,43,1,9,86451
1,32,2,45,5,6,67015
2,21,2,39,5,5,74897
2,37,2,47,9,14,94859
11,48,4,44,8,1,110945
14,27,1,52,5,14,105548
8,29,2,49,5,17,87713
22,42,3,54,2,13,128753
7,46,4,46,9,17,112036
10,32,2,38,4,2,72962
15,27,3,39,7,19,125924
24,35,2,42,10,13,145749
21,41,1,39,6,5,111996
3,34,4,35,5,13,79459
0,22,1,52,5,1,58840
23,28,3,53,7,15,139383
6,26,2,53,2,15,77264
1,53,1,44,9,16,87024
23,26,1,43,2,15,111620
4,46,2,35,9,15,94374
6,34,4,54,4,7,81028
3,28,3,37,10,5,87174
4,33,4,47,10,17,102642
23,33,3,40,6,13,134694
0,48,3,40,1,15,62147
0,38,1,52,5,7,49164
14,39,2,39,6,17,105235
19,52,4,51,9,13,140881
18,42,1,37,9,16,125195
9,22,1,39,9,7,88968
17,33,1,37,3,15,106909
2,43,4,47,4,9,87186
10,45,1,49,8,9,104003
14,48,2,51,8,17,122952
10,31,1,49,2,17,79524
16,53,1,39,8,8,101795
16,44,3,48,7,0,109399
5,22,1,45,9,15,89495
4,50,4,48,5,9,88644
7,37,4,41,2,14,91452
1,54,2,37,5,4,66187
15,42,4,54,2,16,109541
19,25,4,44,5,8,114356
23,36,1,45,9,5,132318
11,33,2,40,7,1,91015
5,46,4,39,7,12,95978
0,51,2,54,1,17,59419
3,43,2,47,9,19,88149
16,32,3,46,6,3,115655
12,34,3,53,7,9,103010
17,38,1,53,2,10,99917
4,47,4,39,1,12,75544
23,48,1,54,4,16,126701
23,38,1,43,9,10,127288
2,36,2,38,9,3,81587
10,36,2,49,3,13,81761
12,33,2,37,1,2,74351
3,49,1,41,2,11,53346
13,29,4,54,9,3,116347
21,46,1,54,9,15,130923
10,48,1,48,1,6,69986
9,33,1,48,9,19,114245
18,29,3,43,1,18,106406
17,34,3,37,10,17,128775
5,32,4,43,4,8,80614
14,52,3,38,5,10,106748
20,23,1,51,8,18,133610
9,36,3,40,5,16,94176
4,40,3,50,5,17,88161
4,52,1,52,4,5,66321
9,43,4,47,9,2,108200
4,37,3,41,8,13,85276
2,36,1,37,9,8,75216
22,28,1,40,7,2,105000
5,39,1,37,7,1,61040
3,50,2,46,5,18,93492
17,54,1,39,10,5,121949
8,34,3,51,1,2,68334
16,42,3,44,6,8,102767
12,37,1,41,10,17,113608
14,35,2,38,6,6,97252
19,52,2,44,10,1,110245
16,33,2,41,4,0,99914
12,41,3,45,2,4,79613
15,53,2,42,1,2,74397
21,47,4,42,3,6,109242
3,36,4,39,9,5,95141
4,48,2,39,1,0,59762
4,54,4,41,5,18,91035
8,21,1,38,10,19,102102
16,51,2,36,6,13,115285
12,53,2,53,9,9,104082
1,53,2,36,1,1,45737
12,38,1,50,5,10,96719
21,43,1,46,1,15,102352
20,43,2,49,2,16,105873
22,35,3,44,2,4,104320
18,46,3,40,5,17,129580
2,50,4,47,10,15,104231
9,45,1,40,4,9,72357
1,36,4,36,6,5,83621
12,34,4,48,5,7,105550
18,37,2,52,2,5,93147
16,32,3,40,9,3,119572
20,49,4,53,10,4,127453
13,52,2,48,8,5,101753
11,44,1,47,9,14,103556
20,33,4,42,6,5,125413
11,40,3,39,5,18,105849
10,35,1,47,5,19,99376
6,24,2,40,2,7,64506
3,54,1,53,4,12,77431
18,48,4,45,2,3,112286
0,22,1,50,2,16,53275
23,50,1,39,8,13,128833
2,46,1,46,4,17,67205
12,46,3,51,4,14,108461
14,40,4,36,7,18,127752
1,48,2,44,4,10,74584
10,40,3,49,9,6,95224
3,31,4,53,9,0,92325
18,30,2,54,3,2,102715
16,43,2,51,6,18,126629
2,39,2,53,7,0,63619
17,38,4,53,3,3,97091
7,47,2,47,4,10,87291
21,26,2,47,1,6,112456
24,30,3,50,9,6,133947
23,22,2,37,7,13,125746
18,44,1,38,10,14,136325
4,48,3,41,7,4,85359
6,48,3,37,9,13,110738
20,22,4,43,6,12,123150
7,25,2,42,8,19,95142
4,31,1,52,5,17,84259
16,30,1,48,8,0,108798
4,22,2,54,10,12,96020
3,35,2,39,1,19,83194
21,27,4,37,3,6,127387
18,40,1,44,4,5,105889
20,54,3,45,9,8,139411
1,54,4,51,8,9,90999
10,42,4,42,8,2,104740
21,51,3,43,2,6,104771
12,43,4,42,7,10,114466
14,39,2,54,3,11,89574
11,24,3,36,6,11,107065
21,44,3,38,4,12,119509
20,40,1,50,6,7,114709
21,48,3,43,4,3,120867
10,37,4,43,3,19,108612
6,39,1,39,2,0,65660
4,52,4,37,4,5,68279
16,50,2,48,10,1,103470
23,37,2,49,2,13,119447
19,49,1,40,7,17,120761
8,26,1,50,1,9,75867
13,37,4,44,1,0,92485
11,37,2,48,5,2,93327
5,34,1,46,7,19,99216
16,44,2,43,1,3,77560
18,52,2,53,4,17,110477
18,34,2,46,5,7,98906
15,47,4,47,2,8,103114
11,39,4,47,7,18,128799
11,51,2,51,4,1,83180
19,29,2,36,8,8,113903
5,37,2,54,1,2,53199
22,39,3,43,10,1,131509
3,24,3,42,1,6,68792
5,31,4,41,1,16,79849
10,42,2,39,4,16,105774
0,24,3,53,1,8,48333
23,37,1,37,5,0,102055
22,28,1,47,6,0,99661
14,54,2,40,7,7,98953
10,31,3,45,8,16,107862
24,51,1,38,8,7,118369
18,31,4,37,2,18,112861
17,41,1,38,4,3,98308
16,50,4,37,7,17,124999
18,30,1,47,9,12,128169
20,46,1,49,9,6,124111
13,47,3,46,3,2,91440
17,28,1,49,7,13,105134
18,28,1,45,4,8,109523
14,28,4,45,9,2,118354
14,54,4,47,7,6,105006
3,36,1,46,6,14,79655
6,33,2,40,9,3,89760
12,43,1,54,7,4,99240
2,32,1,53,8,8,65200
15,47,3,53,5,2,94690
8,42,1,37,4,15,88484
7,52,1,50,1,15,80684
19,47,4,43,8,18,135169
12,22,4,48,6,8,104809
16,53,4,37,4,19,126267
16,46,4,37,3,0,100786
16,48,1,54,5,16,117069
0,39,2,41,4,11,71208
7,25,3,53,7,8,96150
18,53,3,37,6,4,116848
5,40,2,35,3,14,76830
2,50,2,46,10,12,87366
4,28,3,40,1,18,78065
12,37,1,41,7,2,85451
14,21,3,36,5,1,90728
13,23,2,52,1,12,87964
22,46,1,49,1,6,100830
15,51,3,49,6,8,110213
17,28,1,44,4,9,91583
21,28,1,51,8,0,105591
21,48,2,52,2,15,108721
10,24,4,52,4,10,98939
2,36,3,49,8,7,83858
21,33,2,40,8,12,128021
9,40,3,43,5,15,110396
9,25,4,45,3,2,80315
20,40,4,49,4,12,128995
15,44,4,37,3,16,108342
11,54,4,53,2,5,80055
1,54,3,35,4,9,62554
8,39,1,51,9,8,82740
23,37,1,45,6,17,135113
2,25,4,52,4,16,88196
23,45,4,45,1,6,121953
24,38,1,41,7,1,112945
14,28,2,35,2,10,101169
2,47,4,46,6,17,99060
18,35,1,38,10,2,109992
17,33,2,42,1,13,94199
7,36,1,49,7,19,106299
16,42,2,45,4,12,97640
7,40,3,42,3,16,88631
6,33,2,46,10,10,99317
6,40,4,37,7,6,98815
2,22,2,38,3,2,65652
0,39,2,46,8,2,69358
3,26,4,42,4,1,74407
24,34,3,44,3,15,139928
4,24,2,35,7,10,91754
0,42,3,47,7,13,84893
14,54,1,41,9,2,90506
4,47,1,54,10,6,82844
12,27,4,37,7,7,106577
7,23,3,50,6,12,96443
7,53,4,46,3,18,104764
4,22,4,39,4,10,83907
8,36,2,52,8,0,83305
0,45,1,42,6,18,74968
3,35,4,46,9,12,93304
2,44,2,37,8,16,88379
1,35,2,50,8,8,69121
7,51,3,44,10,18,123554
22,34,1,51,10,18,141320
8,34,3,44,7,5,93031
1,26,3,37,10,6,87270
13,34,4,36,1,4,81430
13,37,3,48,5,7,98923
3,38,4,43,7,13,91716
5,40,3,51,10,17,109496
10,37,2,38,9,19,111539
2,36,1,49,4,2,60691
7,52,1,47,8,7,82404
2,29,1,53,1,13,50529
13,47,2,43,4,13,102608
12,53,2,38,4,6,89837
12,30,3,42,2,5,94097
1,37,3,49,3,5,63536
12,37,3,48,3,11,91925
18,38,3,37,9,14,130344
5,43,1,51,7,18,98311
15,54,3,42,2,3,88417
1,28,2,48,9,2,65992
7,33,2,47,8,12,92146
16,43,2,49,6,15,123412
22,40,4,45,6,12,131318
1,42,4,49,2,9,73452
9,43,4,46,3,12,91620
15,23,3,43,6,7,113413
5,54,1,49,3,11,69711
1,53,1,35,7,7,58610
1,37,3,46,5,8,69428
12,39,3,40,4,9,100465
23,50,4,35,8,6,129087
14,43,2,53,2,2,75303
1,35,2,47,3,4,55930
6,34,4,40,10,2,88401
2,22,4,51,4,17,94943
7,38,1,47,10,18,103104
22,26,4,43,6,9,129221
13,52,2,42,5,8,105880
23,41,2,49,5,6,122381
22,48,3,52,7,0,128731
21,47,1,36,8,9,125935
6,22,3,36,6,1,87121
20,53,1,45,3,5,103130
6,36,3,35,4,5,85870
0,42,1,52,1,7,38182
16,33,4,41,5,17,134332
8,22,2,51,10,6,88950
20,34,4,50,8,17,141285
12,48,1,41,3,0,69873
20,27,1,41,10,13,130805
18,38,3,36,4,19,117035
20,24,1,39,4,6,97764
18,50,4,48,6,19,136540
24,44,1,42,9,6,137808
24,40,1,46,10,3,123324
21,51,3,41,3,4,102269
16,44,1,40,4,0,85127
22,27,3,47,6,19,137342
22,46,2,46,6,2,124608
9,33,3,51,7,12,106275
9,28,1,50,1,6,61218
3,25,2,35,9,5,84040
7,33,1,41,2,5,66512
21,49,3,37,4,1,111676
19,40,4,40,3,15,129929
19,34,2,37,3,5,97107
17,52,4,37,5,7,122628
13,47,4,42,7,10,110142
17,45,2,48,7,17,129532
13,24,4,43,7,5,108247
19,41,4,39,3,13,117182
20,38,4,49,9,14,137810
23,35,4,51,6,10,146803
14,44,2,44,10,14,127504
21,28,1,42,8,12,132743
3,48,4,52,1,5,75672
12,41,2,40,4,3,94795
22,36,2,51,7,13,124715
7,36,2,38,9,12,94444
17,37,2,49,3,9,105508
11,29,3,44,6,11,108084
22,49,1,47,8,7,125264
13,38,1,35,3,19,100677
1,32,4,43,6,4,71841
17,39,2,39,9,1,119048
23,42,3,45,9,19,147069
1,35,2,38,6,11,73385
10,21,4,54,5,5,98963
8,22,1,50,1,14,83780
11,28,4,52,3,17,101133
16,42,4,42,3,17,122505
14,45,4,36,4,9,113066
24,22,4,51,5,6,141249
16,29,4,44,8,9,128385
17,29,4,47,9,4,121580
21,33,4,49,7,15,133956
5,26,1,43,10,18,103342
16,50,1,42,6,2,96359
22,35,2,40,3,6,103612
23,35,2,38,9,18,147354
17,27,3,52,10,11,126091
7,31,3,37,1,9,74323
8,22,1,38,9,4,86795
5,30,1,47,3,1,56988
4,37,3,54,9,2,86340
11,27,1,45,10,13,98633
24,24,3,42,1,14,123932
10,51,2,48,8,19,111257
24,45,1,48,6,12,133795
0,33,1,50,9,16,71716
10,38,3,48,4,19,110275
18,41,4,35,5,3,113859
8,21,4,36,6,18,101324
1,28,2,54,9,14,78483
11,41,1,35,6,14,101459
3,41,1,45,9,8,85029
3,47,3,40,2,2,65940
17,39,4,49,4,1,110552
14,43,4,46,3,6,103646
18,25,2,39,4,8,106606
12,28,4,46,1,4,91516
18,31,4,48,2,16,116855
16,36,4,48,4,2,96075
5,44,3,53,10,8,105094
15,41,4,39,4,7,100693
23,43,2,37,5,8,116477
11,28,4,52,9,16,124682
18,27,2,40,1,7,96922
4,22,3,43,8,13,86100
16,50,3,41,3,15,118109
22,33,2,52,9,17,136730
0,43,3,36,8,16,96309
24,49,1,54,8,6,131737
23,40,1,44,9,19,148161
22,53,1,46,4,14,109255
9,49,1,36,5,6,85785
14,35,1,47,7,1,99966
22,43,3,42,2,1,109897
20,23,2,41,7,6,108757
20,49,3,37,3,18,128349
10,28,4,42,6,5,101478
12,42,1,35,6,11,90190
4,49,1,49,6,14,87352
0,22,3,35,10,12,80767
23,21,4,46,2,6,122579
11,40,3,45,9,6,106491
10,41,2,50,8,14,104148
16,28,1,38,7,3,94589
3,47,3,36,9,2,72830
14,26,2,37,4,0,84342
24,39,1,38,2,6,99481
8,38,1,52,4,8,75920
20,21,1,46,10,0,115274
19,45,4,35,3,4,116063
18,47,3,37,2,14,118834
18,27,1,38,2,3,84415
11,49,1,40,8,9,104860
4,51,2,51,5,1,73089
9,39,3,42,6,6,88923
16,26,2,52,8,18,130990
4,45,3,50,7,5,80416
21,51,1,40,7,14,119138
15,29,4,53,7,19,125352
6,40,2,42,7,11,95056
8,30,4,38,8,10,112278
2,47,4,43,1,2,63343
14,33,4,42,3,19,107541
15,22,3,53,1,16,99109
17,41,3,35,8,6,124123
13,53,4,38,2,17,105083
2,44,1,44,7,16,79658
11,54,1,42,6,15,103196
8,29,4,37,1,1,81852
6,22,2,46,6,4,75789
8,50,2,43,9,12,95080
12,42,3,37,3,10,97220
17,31,2,38,7,0,100812
4,37,1,40,4,2,65327
12,33,4,43,1,17,102645
3,27,2,36,7,3,80127
1,36,4,36,1,8,65320
15,53,2,52,4,10,104717
8,21,3,37,9,16,108795
8,31,1,37,5,10,82217
5,26,3,52,7,2,81122
10,40,4,40,7,18,123412
21,46,1,35,3,19,128347
23,32,1,49,8,10,131992
21,50,3,45,1,13,116300
0,48,2,44,4,5,60785
3,47,3,38,10,18,100441
12,39,4,48,4,14,118598
22,25,2,36,2,10,103032
12,25,3,47,6,17,109877
12,47,3,50,1,3,73881
1,48,2,46,3,18,79007
8,46,2,39,9,2,84382
23,47,2,53,10,11,145988
7,41,3,37,6,3,75389
6,21,2,54,2,11,81902
3,48,2,36,9,0,82347
17,35,2,51,2,15,114468
2,37,1,45,7,1,69153
5,46,4,35,1,2,73591
11,40,2,53,5,15,98537
11,45,4,42,7,9,106768
20,33,2,45,3,8,115328
7,53,2,42,4,13,76759
21,45,1,51,5,7,101833
21,28,1,54,3,1,92416
0,25,2,40,6,10,73032
3,26,2,41,3,1,60254
20,43,2,47,8,14,126409
10,50,4,41,7,17,118834
2,34,2,45,1,4,49546
12,43,4,44,2,6,97910
24,31,1,42,4,18,122175
16,51,4,44,5,18,119151
21,26,2,45,10,15,135880
21,31,1,54,4,18,128495
9,33,3,51,4,16,99200
20,32,1,45,9,12,129383
11,22,3,50,4,7,83760
14,37,4,39,4,10,100439
20,48,1,44,4,17,110816
9,48,1,54,2,10,69453
13,42,1,39,8,8,97860
12,27,4,54,4,13,111265
4,35,2,43,5,1,65853
5,52,4,37,8,16,109031
23,31,1,37,4,15,119115
1,44,2,44,5,4,68845
21,23,1,41,5,0,109941
16,50,1,36,6,8,110437
3,26,3,42,7,2,70726
13,22,1,46,3,13,95432
9,34,4,43,10,17,132068
2,38,4,45,3,11,70567
24,51,4,53,9,13,154027
2,33,2,54,1,15,62966
14,46,3,51,10,4,109094
5,32,3,47,8,19,112781
16,38,1,35,10,19,127457
11,29,1,35,3,14,80627
21,41,3,42,5,8,116141
